imdbId,title,image,year,plot,directors,writers,top_cast
0186045,Drowning Mona,https://m.media-amazon.com/images/M/MV5BYWNhYWUxMzAtNmJmYS00Yjg5LWIyYWUtY2IxMDRjZmZhOTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,2000,"When a woman drives a car into the river to her death, everyone in town becomes a suspect.",['Nick Gomez'],['Peter Steinfeld'],"['Danny DeVito', 'Bette Midler', 'Neve Campbell', 'Jamie Lee Curtis', 'Casey Affleck', 'William Fichtner', 'Marcus Thomas', 'Peter Dobson', 'Kathleen Wilhoite', 'Tracey Walter', 'Will Ferrell', 'Paul Ben-Victor', 'Paul Schulze', 'Mark Pellegrino', ""Raymond O'Connor"", 'Lisa Rieffel', 'Robert Arce', 'Brittany Peterson']"
0162983,Hanging Up,https://m.media-amazon.com/images/M/MV5BNzJjYjgwZjMtYThhZi00NzNlLWI0Y2YtZjkxYWNlYWI2ZDJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,2000,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",['Diane Keaton'],"['Delia Ephron', 'Nora Ephron']","['Diane Keaton', 'Meg Ryan', 'Lisa Kudrow', 'Walter Matthau', 'Adam Arkin', 'Shaun Duke', 'Ann Bortolotti', 'Cloris Leachman', 'Maree Cheatham', 'Myndy Crist', 'Libby Hudson Lydecker', 'Jesse James', 'Edie McClurg', 'Tracee Ellis Ross', 'Celia Weston', 'Bob Kirsh', 'Stephanie Ittleson', 'Venessia Valentino']"
0200550,Coyote Ugly,https://m.media-amazon.com/images/M/MV5BZWZhZmFkMjQtMWYyMC00NmQ3LTk5M2MtZDU3ZjNjYmM0ZTYxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_FMjpg_UX1000_.jpg,2000,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",['David McNally'],['Gina Wendkos'],"['Piper Perabo', 'Adam Garcia', 'John Goodman', 'Maria Bello', 'Izabella Miko', 'Tyra Banks', 'Bridget Moynahan', 'Melanie Lynskey', 'Del Pentecost', 'Michael Weston', 'LeAnn Rimes', 'Jeremy Rowley', 'Ellen Cleghorne', 'John Fugelsang', 'Bud Cort', 'Robert Ahlers', 'Orlando Sims', 'Barry Michael Duff']"
0222850,The Broken Hearts Club: A Romantic Comedy,https://m.media-amazon.com/images/M/MV5BMmZlODkzNmItZmIwZi00OGYxLTkwMjQtMzlhYmYwNjMwNzlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,2000,An insight into the turbulent lives and loves of a gay clique based in Los Angeles.,['Greg Berlanti'],['Greg Berlanti'],"['Timothy Olyphant', 'Dean Cain', 'Zach Braff', 'Ben Weber', 'Matt McGrath', 'Nora Burns', 'Chris Payne Gilbert', 'John Brandon', 'Diane McBain', 'Robert Peters', 'Billy Porter', 'John Mahoney', 'Nia Long', 'Mary McCormack', 'Justin Theroux', 'Andrew Keegan', 'Christopher Wiehl', 'Jennifer Coolidge']"
0233687,The Eyes of Tammy Faye,https://m.media-amazon.com/images/M/MV5BOGY2OTg4OGUtZDU3ZC00YWJjLWExNjctNzBiMzJkMWY0N2UxXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_FMjpg_UX1000_.jpg,2000,"Twelve years after the dramatic collapse of the Christian empire of Jim and Tammy Faye Bakker, this documentary tells for the first time what really happened when they lost control of the fi... Read all","['Fenton Bailey', 'Randy Barbato']",[],"['RuPaul', 'Tammy Faye Bakker', 'Virginia Fairchild', 'Johnny Grover', 'Oral Roberts', 'Jim Bakker', 'Lori Bakker', 'Tammy Sue Bakker', 'Mel White', 'Jay Bakker', 'Roe Messner', 'Charles E. Shepard', 'James Albert', 'Jessica Hahn', 'Marvin Brooks', 'Pat Boone', 'Greg Gorman', 'Jim J. Bullock']"
0113188,Gold Diggers: The Secret of Bear Mountain,https://m.media-amazon.com/images/M/MV5BOTc1NjA0YzYtYmFhYS00ZThkLWEzNzctODM3OTE2MmM4N2IyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1995,"A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.",['Kevin James Dobson'],['Barry Glasser'],"['Christina Ricci', 'Anna Chlumsky', 'Polly Draper', 'Brian Kerwin', 'Diana Scarwid', 'David Keith', 'Gillian Barber', 'Ashleigh Aston Moore', 'Jewel Staite', 'Amy Kirk', 'Dwight McFee', 'Andrew Wheeler', 'Roger Cross', 'Kimberley Warnat', 'Jesse Moss', 'Scott Augustine', 'Steve Makaj', 'Betty Phillips']"
0161023,Tumbleweeds,https://m.media-amazon.com/images/M/MV5BZTgwOGVjNTEtMzRlYS00ZGE3LTk1ZGYtMDY3ODMzMjFiNmQxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_FMjpg_UX1000_.jpg,1999,"A woman and her daughter have been constantly moving from town to town for years, but their newest home might be different from all the others.","[""Gavin O'Connor""]","['Angela Shelton', ""Gavin O'Connor""]","['Janet McTeer', 'Kimberly J. Brown', 'Jay O. Sanders', ""Gavin O'Connor"", 'Laurel Holloman', 'Lois Smith', 'Michael J. Pollard', 'Ashley Buccille', 'Cody McMains', 'Linda Porter', 'Brian Tahash', 'Josh Carmichael', 'Dennis Ford', 'Sara Downing', 'Joel Polis', 'Christian Payne', 'Harry Gradzhyan', 'Renelouise Smith']"
0109382,Caro diario,https://m.media-amazon.com/images/M/MV5BYWNmODIyY2MtNDM3My00NTA3LWFjOTYtZjY1OTk4YTVmYTM3XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_FMjpg_UX1000_.jpg,1993,"Director Nanni Moretti takes a mordant look at Italian life through three disparate journeys, presented as the chapters of an open diary.",['Nanni Moretti'],['Nanni Moretti'],"['Nanni Moretti', 'Renato Carpentieri', 'Antonio Neiwiller', 'Claudia Della Seta', 'Lorenzo Alessandri', 'Raffaella Lebboroni', 'Marco Paolini', 'Moni Ovadia', 'Riccardo Zinna', 'Jennifer Beals', 'Alexandre Rockwell', 'Conchita Airoldi', 'Giulio Base', 'Giovanna Bozzolo', 'Sebastiano Nardone', 'Roberto Nobile', 'Antonio Petrocelli', 'Donatella Botti']"
0087932,The Pope of Greenwich Village,https://m.media-amazon.com/images/M/MV5BYWIzNDE1MjYtM2JlZi00ZDQ0LWIzYTUtNWNiYzI0OTZkZjFjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX1000_.jpg,1984,Two cousins unknowingly rob the mob and face the dangerous consequences.,['Stuart Rosenberg'],['Vincent Patrick'],"['Eric Roberts', 'Mickey Rourke', 'Daryl Hannah', 'Geraldine Page', 'Kenneth McMillan', 'Tony Musante', 'M. Emmet Walsh', 'Burt Young', 'Jack Kehoe', 'Philip Bosco', 'Val Avery', 'Joe Grifasi', 'Tony DiBenedetto', 'Ronald Maccone', 'Betty Miller', 'Thomas A. Carlin', 'Leonard Termo', 'Marty Brill']"
0072251,The Taking of Pelham One Two Three,https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_FMjpg_UX1000_.jpg,1974,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",['Joseph Sargent'],"['John Godey', 'Peter Stone']","['Walter Matthau', 'Robert Shaw', 'Martin Balsam', 'Hector Elizondo', 'Earl Hindman', 'James Broderick', ""Dick O'Neill"", 'Lee Wallace', 'Tom Pedi', 'Beatrice Winde', 'Jerry Stiller', 'Nathan George', 'Rudy Bond', 'Kenneth McMillan', 'Doris Roberts', 'Julius Harris', 'Cynthia Belgrave', 'Anna Berger']"
0109493,The Cowboy Way,https://m.media-amazon.com/images/M/MV5BN2RhMTExNmQtYWY0OC00OWE5LThlODEtZDBhMTBiZDFiMDIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1994,"Two childhood friends who are rodeo cowboys travel from New Mexico to New York City searching for a friend who disappeared while looking for his daughter, who's just been smuggled into the U... Read all",['Gregg Champion'],"['Robert C. Thompson', 'William D. Wittliff']","['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott', 'Ernie Hudson', 'Cara Buono', 'Marg Helgenberger', 'Tomas Milian', 'Luis Guzmán', 'Angel Caban', 'Matthew Cowles', 'Joaquín Martínez', 'Kristin Baer', 'Christian Aubert', 'Emmanuel Xuereb', 'Francie Swift', 'Christopher Durang', 'Laura Ekstrand', 'Graciela Lecube']"
0117284,Palookaville,https://m.media-amazon.com/images/M/MV5BZTM1ODNlYTktM2Y1Ny00Yzc1LTg1MTctYzlhOTZmZDY1MTYwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_FMjpg_UX1000_.jpg,1995,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which ex... Read all",['Alan Taylor'],['David Epstein'],"['William Forsythe', 'Vincent Gallo', 'Adam Trese', 'Gareth Williams', 'LisaGay Hamilton', 'Bridgit Ryan', 'Kim Dickens', 'Suzanne Shepherd', 'Nicole Burdette', 'Robert LuPone', 'Sam Coppola', 'Frances McDormand', 'Walter Bryant', 'Douglas Seale', 'William Riker', 'Nesbitt Blaisdell', 'Leonard Jackson', 'William Duell']"
0059170,"Faster, Pussycat! Kill! Kill!",https://m.media-amazon.com/images/M/MV5BYzQzODhjOTktZDY2ZS00Y2E0LTgwZWEtNzdlOWI4MjY4OWMyXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_FMjpg_UX1000_.jpg,1965,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start schem... Read all",['Russ Meyer'],"['Jackie Moran', 'Russ Meyer']","['Tura Satana', 'Haji', 'Lori Williams', 'Ray Barlow', 'Sue Bernard', 'Michael Finn', 'Dennis Busch', 'Stuart Lancaster', 'Paul Trinka', 'John Furlong']"
0037558,Brief Encounter,https://m.media-amazon.com/images/M/MV5BMWM2MjQwOTMtNmMyMS00NWNjLWI4ZTQtNzMzNGUwNDM4YzYwXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_FMjpg_UX1000_.jpg,1945,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",['David Lean'],"['Noël Coward', 'Anthony Havelock-Allan', 'David Lean']","['Celia Johnson', 'Trevor Howard', 'Stanley Holloway', 'Joyce Carey', 'Cyril Raymond', 'Everley Gregg', 'Marjorie Mars', 'Margaret Barton', 'Wilfred Babbage', 'Alfie Bass', 'Wallace Bosco', 'Sydney Bromley', 'Noël Coward', 'Nuna Davey', 'Valentine Dyall', 'Irene Handl', 'Dennis Harkin', 'Edward Hodge']"
0131857,BASEketball,https://m.media-amazon.com/images/M/MV5BMmZjZDg2ZjItYTVkNC00YWRmLThmZTMtNTYxNTI5MWM4NjU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1998,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team.",['David Zucker'],"['David Zucker', 'Robert LoCash', 'Lewis Friedman']","['Trey Parker', 'Matt Stone', 'Dian Bachar', 'Yasmine Bleeth', 'Jenny McCarthy-Wahlberg', 'Ernest Borgnine', 'Robert Vaughn', 'Trevor Einhorn', 'Bob Costas', 'Al Michaels', 'Robert Stack', 'Reggie Jackson', 'Dan Patrick', 'Kenny Mayne', 'Tim McCarver', ""Pat O'Brien"", 'Jim Lampley', 'Dale Earnhardt']"
0106535,The Cement Garden,https://m.media-amazon.com/images/M/MV5BNmI2NTdlNzEtYWZkOC00NzhhLTg5N2MtZTE5ZDE0NTI5MDFkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_FMjpg_UX1000_.jpg,1993,"Four children live with their terminally ill mother. After she dies, they try to hold things together. In their isolated house, they begin to deteriorate mentally, whilst they hide their mom... Read all",['Andrew Birkin'],"['Andrew Birkin', 'Ian McEwan']","['Charlotte Gainsbourg', 'Andrew Robertson', 'Alice Coulthard', 'Ned Birkin', 'Sinéad Cusack', 'Hanns Zischler', 'Jochen Horst', 'Gareth Brown', 'William Hootkins', 'Dick Flockhart', 'Mike Clark']"
0123324,Why Do Fools Fall in Love,https://m.media-amazon.com/images/M/MV5BOGNhYjczZjUtY2QzNC00NTNjLWExN2MtNzI3ODIzNzAyZWI0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_FMjpg_UX1000_.jpg,1998,"Three women each claim to be the widow of 1950s doo-wop singer Frankie Lymon, claiming legal rights to his estate.",['Gregory Nava'],['Tina Andrews'],"['Halle Berry', 'Vivica A. Fox', 'Lela Rochon', 'Larenz Tate', 'Paul Mazursky', 'Pamela Reed', 'Alexis Cruz', 'David Barry Gray', 'Miguel A. Núñez Jr.', 'Clifton Powell', 'Lane Smith', 'Ben Vereen', 'Paula Jai Parker', 'Marcello Thedford', 'Norris Young', 'Little Richard', 'J. August Richards', 'Jon Huertas']"
0100828,The Two Jakes,https://m.media-amazon.com/images/M/MV5BMTQ5NjJjNDMtOTg2Zi00Y2Q3LWJhNDMtZTRkODdiYmNhZmJiXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_FMjpg_UX1000_.jpg,1990,"The sequel to Chinatown (1974) finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil.",['Jack Nicholson'],['Robert Towne'],"['Jack Nicholson', 'Harvey Keitel', 'Meg Tilly', 'Madeleine Stowe', 'Eli Wallach', 'Rubén Blades', 'Frederic Forrest', 'David Keith', 'Richard Farnsworth', 'Tracey Walter', 'Joe Mantell', 'James Hong', 'Perry Lopez', 'Jeff Morris', 'Rebecca Broussard', 'John Hackett', 'Rosie Vela', 'Allan Warnick']"
0146336,Urban Legend,https://m.media-amazon.com/images/M/MV5BNjYxYmQ5YTUtZWVkNy00MjU4LTk2OTktZTAwNzU0MDI2OTdhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX1000_.jpg,1998,A college student suspects a series of bizarre deaths are connected to certain urban legends.,['Jamie Blanks'],['Silvio Horta'],"['Jared Leto', 'Alicia Witt', 'Rebecca Gayheart', 'Michael Rosenbaum', 'Loretta Devine', 'Joshua Jackson', 'Tara Reid', 'John Neville', 'Julian Richings', 'Robert Englund', 'Danielle Harris', 'Natasha Gregson Wagner', 'Gord Martineau', 'Kay Hawtrey', 'Angela Vint', 'J.C. Kenny', 'Vince Corazza', 'Balázs Koós']"
0116635,Infinity,https://m.media-amazon.com/images/M/MV5BYzYxZjlhMTMtMmNjMy00MTUyLThhYjItMDhhMWQ1M2JmMGEzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_FMjpg_UX1000_.jpg,1996,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,['Matthew Broderick'],"['Richard Feynman', 'Ralph Leighton', 'Patricia Broderick']","['Matthew Broderick', 'Patricia Arquette', 'Jeffrey Force', 'Peter Riegert', 'David Drew Gallagher', 'Raffi Di Blasio', 'Josh Keaton', 'James Hong', 'Emerson Tran', 'Melissa DeLizia', 'Dori Brenner', 'John Hammil', 'Jack Lindine', 'Helene Moore', 'Carl Strano', 'Mary Pat Gleason', 'Horton Foote Jr.', 'Peter Michael Goetz']"
0105399,Seong lung wui,https://m.media-amazon.com/images/M/MV5BYTFhZmQwYTYtNjViZS00MTE4LTlhYzUtNDRjNjg0NDdlZGY1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_FMjpg_UX1000_.jpg,1992,"Identical twins are separated at birth, one becoming a streetwise mechanic, and the other an acclaimed classical concert conductor. Finally meeting in adulthood, they each become mistaken fo... Read all","['Ringo Lam', 'Hark Tsui']","['Barry Wong', 'Hark Tsui', ""Tung Cho 'Joe' Cheung""]","['Jackie Chan', 'Maggie Cheung', 'Teddy Robin Kwan', 'James Wong', 'Sylvia Chang', 'Kirk Wong', 'David Chiang', 'Mabel Cheung', 'Alfred Cheung', 'Lung-Wei Wang', 'Anthony Chan', 'Nina Li Chi', ""Chi Leung 'Jacob' Cheung"", 'David Wu', 'Philip Chan', 'Pasan Leung', 'Chia-Liang Liu', 'Gordon Chan']"
0112896,Dracula: Dead and Loving It,https://m.media-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_FMjpg_UX1000_.jpg,1995,Mel Brooks' parody of the classic vampire story and its famous film adaptations.,['Mel Brooks'],"['Mel Brooks', 'Rudy De Luca', 'Steve Haberman']","['Leslie Nielsen', 'Mel Brooks', 'Peter MacNicol', 'Steven Weber', 'Amy Yasbeck', 'Lysette Anthony', 'Harvey Korman', 'Mark Blankfield', 'Megan Cavanagh', 'Clive Revill', 'Chuck McCann', 'Avery Schreiber', 'Cherie Franklin', 'Ezio Greggio', 'Leslie S. Sachs', 'Matthew Porretta', 'Rudy De Luca', 'Jennifer Crystal Foley']"
0114113,The Perez Family,https://m.media-amazon.com/images/M/MV5BYTA4YmFkNTctYTU5Zi00NjkxLTk0YTctM2NlMTliZDdhZDAzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_FMjpg_UX1000_.jpg,1995,"In 1980, USA opens to Cuban refugees. Once in Miami, Dorita tries to create a Perez ""family"" of 3 to get a sponsor. She wants Juan to be her ""husband"" - plus a ""son"" or ""dad"".",['Mira Nair'],"['Christine Bell', 'Robin Swicord']","['Marisa Tomei', 'Anjelica Huston', 'Alfred Molina', 'Chazz Palminteri', 'Trini Alvarado', 'Celia Cruz', 'Ranjit Chowdhry', 'Diego Wallraff', 'Ellen Cleghorne', 'Angela Lanza', 'Jose Felipe Padron', 'Lázaro Pérez', 'Bill Sage', 'Vincent Gallo', 'Billy Hopkins', 'Ruben Rabasa', 'Melissa Anne Acosta', 'Gustavo Laborie']"
0105226,Red Rock West,https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_FMjpg_UX1000_.jpg,1993,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",['John Dahl'],"['John Dahl', 'Rick Dahl']","['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'Craig Reay', 'Vance Johnson', 'Robert Apel', 'Bobby Joe McFadden', 'J.T. Walsh', 'Dale Gibson', 'Ted Parks', 'Babs Bram', 'Robert Guajardo', 'Sarah Sullivan', 'Timothy Carhart', 'Dan Shor', 'Michael Ruud', 'Dwight Yoakam', 'Peter Kevin Quinn']"
0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1996,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).",['Paris Barclay'],"['Shawn Wayans', 'Marlon Wayans', 'Phil Beauman']","['Shawn Wayans', 'Marlon Wayans', 'Keenen Ivory Wayans', 'Tracey Cherelle Jones', 'Chris Spencer', 'Suli McCullough', 'Darrel Heath', 'Helen Martin', 'Isaiah Barnes', 'Lahmard J. Tate', 'Keith Morris', 'Craig Wayans', 'Casey Lee', 'Joe Scott', 'Kim Wayans', 'Vivica A. Fox', 'Leonette Scott', 'Marian Reynolds']"
0091431,Armour of God,https://m.media-amazon.com/images/M/MV5BMGZkZjZjOTItNDZkOS00MDY1LWE5MGUtNjMyMTJjZmM5ZTlkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,1986,Asian Hawk (Jackie Chan) and his bumbling sidekick are sent on a quest through Europe to find a mysterious treasure held by a shadowy organization of monks.,"['Jackie Chan', 'Eric Tsang']","['Barry Wong', 'Edward Tang', 'Cheuk-Hon Szeto']","['Jackie Chan', 'Alan Tam', 'Lola Forner', 'Rosamund Kwan', 'Ken Boyle', 'John Ladalski', ""Robert O'Brien"", 'Bozidar Smiljanic', 'Anthony Chan', 'Danny Yip', 'Carina Lau', 'Clarence Fok', 'Kenny Bee', 'Bennett Pang', 'Boris Gregoric', 'Marcia Chisholm', 'Linda Denley', 'Stephanie Evans']"
0108551,What's Love Got to Do with It,https://m.media-amazon.com/images/M/MV5BYmQ1Yjk3N2UtODMwMy00MDVhLTkzNDctM2ZkODZmYzdhNjk3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_FMjpg_UX1000_.jpg,1993,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",['Brian Gibson'],"['Tina Turner', 'Kurt Loder', 'Kate Lanier']","['Angela Bassett', 'Laurence Fishburne', 'RaéVen Kelly', 'Virginia Capers', 'Dororthy Thorton', 'Demetrice Cheathon', 'Nita Woods Allen', 'Helen Marie Lovelace', 'Natalie Wilson', 'Seymour Daniel Jr.', 'David McKinney', 'Jayd Stanfield', ""Maurice O'Neal"", 'Frank Rasberry', 'Monroe Howard', 'Serist Roberts', 'Wakeen Best', 'Michelle Andera Jackson']"
0089126,Fandango,https://m.media-amazon.com/images/M/MV5BYzUwY2Q1NGEtNmU2Zi00YzViLWI2ZGUtNGY1ZmY1OWJlNjAzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_FMjpg_UX1000_.jpg,1985,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",['Kevin Reynolds'],['Kevin Reynolds'],"['Kevin Costner', 'Judd Nelson', 'Sam Robards', 'Chuck Bush', 'Brian Cesak', 'Marvin J. McIntyre', 'Suzy Amis', 'Glenne Headly', 'Pepe Serna', 'Elizabeth Daily', 'Robyn Rose', 'Stanley Grover', 'Jane A. Johnston', 'Don Brunner II', 'Michael Conn', 'Michael Maxwell Katz', 'Dana Halsted', 'Karl A. Wickman']"
0085859,Local Hero,https://m.media-amazon.com/images/M/MV5BNjAxOGVjZjktNjc1Ny00NGYyLWEwYWUtNDZhMDJmZmQzMjIzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_FMjpg_UX1000_.jpg,1983,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",['Bill Forsyth'],['Bill Forsyth'],"['Burt Lancaster', 'Peter Riegert', 'Fulton Mackay', 'Denis Lawson', 'Norman Chancer', 'Peter Capaldi', 'Rikki Fulton', 'Alex Norton', 'Jenny Seagrove', 'Jennifer Black', 'Christopher Rozycki', 'Gyearbuor Asante', 'John M. Jackson', 'Dan Ammerman', 'Tam Dean Burn', 'Luke Coulter', 'Karen Douglas', 'Kenny Ireland']"
0116756,Kazaam,https://m.media-amazon.com/images/M/MV5BYzhiNzUyOGQtYjI5OC00NmYxLTgyNmMtMGM3N2U0OWJmNDhiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX1000_.jpg,1996,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",['Paul Michael Glaser'],"['Paul Michael Glaser', 'Christian Ford', 'Roger Soffer']","[""Shaquille O'Neal"", 'Francis Capra', 'Ally Walker', 'James Acheson', 'John Costelloe', 'Marshall Manesh', 'Fawn Reed', 'Mother Love', 'Brandon Durand', 'Wade Robson', 'Jake Glaser', 'Efren Ramirez', 'Jonathan Carrasco', 'Jesse Perez', 'Todd Sible', 'Juan Gabriel Reynoso', 'Said Faraj', 'Randall Bosley']"
0204626,The Watcher,https://m.media-amazon.com/images/M/MV5BZGE4ZDRiNmItOTdhNy00YjFkLWEzMWQtYTZkZjhmNTg3ZGYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX1000_.jpg,2000,"David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations u... Read all",['Joe Charbanic'],"['Darcy Meyers', 'David Elliot', 'Clay Ayers']","['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson', 'Chris Ellis', 'Robert Cicchini', 'Yvonne Niami', 'Jenny McShane', 'Gina Alexander', 'Rebekah Nanfria', 'Joseph Sikora', 'Jillian Peterson', 'Michele DiMaso', 'Andrew Rothenberg', 'David Pasquesi', 'Dana Kozlov', 'Butch Jerinic', 'Marilyn Dodds Frank']"
0104990,Newsies,https://m.media-amazon.com/images/M/MV5BMjVjNWM5MjgtYzdhMy00N2E4LWJlMmYtM2JmMDFjNGFjZDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,1992,A musical based on the New York City newsboy strike of 1899. When young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthless... Read all,['Kenny Ortega'],"['Bob Tzudiker', 'Noni White']","['Christian Bale', 'Bill Pullman', 'Robert Duvall', 'Ann-Margret', 'David Moscow', 'Luke Edwards', 'Max Casella', 'Gabriel Damon', 'Marty Belafsky', 'Arvie Lowe Jr.', 'Aaron Lohr', 'Trey Parker', 'Dee Caspary', 'Joseph Conrad', 'Dominic Maldonado', 'Matthew Schoenfeld', 'Mark David', 'Ivan Dudynsky']"
0118301,Dead Man on Campus,https://m.media-amazon.com/images/M/MV5BY2EwMWZlMDYtMTdlZC00ZDIzLTkzOTAtNjZkNThhNmM5ZDU3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_FMjpg_UX1000_.jpg,1998,"Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so... Read all",['Alan Cohn'],"['Anthony Abrams', 'Adam Larson Broder', 'Michael Traeger']","['Tom Everett Scott', 'Mark-Paul Gosselaar', 'Poppy Montgomery', 'Lochlyn Munro', 'Randy Pearlstein', 'Corey Page', 'Alyson Hannigan', 'Mari Morrow', 'Dave Ruby', 'Mark Carapezza', 'Jeff Tarpley', 'Jason Segel', 'Linda Cardellini', 'Aeryk Egan', 'Judyann Elder', 'John Aprea', ""Michael O'Hagan"", 'Nancy Linehan Charles']"
0119086,Excess Baggage,https://m.media-amazon.com/images/M/MV5BODNhMWY5NTctZTU2MS00NzRiLTk2MjktNmUyMTQ3Yzk0MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1997,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",['Marco Brambilla'],"['Max D. Adams', 'Dick Clement', 'Ian La Frenais']","['Alicia Silverstone', 'Benicio Del Toro', 'Christopher Walken', 'Jack Thompson', 'Harry Connick Jr.', 'Nicholas Turturro', 'Michael Bowen', 'Robert Wisden', 'Leland Orser', 'Sally Kirkland', 'Hiro Kanagawa', 'Brendan Beiser', 'Demetri Goritsas', 'Jorge Vargas', 'Danielle Saklofsky', 'Stacy Grant', 'Callum Keith Rennie', 'Carrie Cain-Sparks']"
